nom_entreprise;adresse;code_postal;ville;telephone;email;site_web;note_google;nb_avis;segment;source
Boutique SIXSŒURS;"
20 Rue de Lancry, 75010 Paris, France";75010;Paris;09 79 33 10 26;;https://www.sixsoeurs.fr/;5.0;3;Boutiques & Mode;Google Maps
Mademoiselle Jeanne;"
46 Rue des Archives, 75004 Paris, France";75004;Paris;09 67 33 47 07;;https://mademoisellejeanne.com/;4.5;3;Boutiques & Mode;Google Maps
Les Stocks du Marais;"
17 Rue Vieille du Temple, 75004 Paris, France";75004;Paris;01 48 04 82 34;;https://www.lesstocksdumarais.fr/;4.6;3;Boutiques & Mode;Google Maps
Miss Coquines Paris;"
78 Rue St Denis, 75001 Paris, France";75001;Paris;01 77 12 70 52;;http://www.misscoquines.com/;3.4;3;Boutiques & Mode;Google Maps
VINTAGE MANIA Boutique de fripes Vintage à Paris Châtelet- Les Halles.;"
5 Rue du Pas de la Mule, 75004 Paris, France";75004;Paris;06 28 56 84 69;;https://imaninzau.fr/;5.0;3;Boutiques & Mode;Google Maps
Héroïnes Bastille;"
18 Rue de Sèvres, 75007 Paris, France";75007;Paris;01 45 48 89 18;;https://www.biba.fr/;4.7;3;Boutiques & Mode;Google Maps
Mes Demoiselles Paris Saint Germain Des Prés;"
38 Rue de Charonne, 75011 Paris, France";75011;Paris;01 43 57 98 96;;https://www.heroines.fr/;4.5;3;Boutiques & Mode;Google Maps
Leo & Ugo - Boutique Marais - Paris;"
54 Rue des Rosiers, 75004 Paris, France";75004;Paris;01 48 42 00 47;;http://www.leoetugo.fr/;4.8;3;Boutiques & Mode;Google Maps
LA PETITE ÉTOILE Paris - Rue Bachaumont;"
7 Rue Bachaumont, 75002 Paris, France";75002;Paris;01 40 13 99 90;;http://www.lapetiteetoile.com/;3.5;3;Boutiques & Mode;Google Maps
Gaijin Paris;"
33 Rue Debelleyme, 75003 Paris, France";75003;Paris;06 22 04 57 68;;https://gaijinparis.com/;4.5;3;Boutiques & Mode;Google Maps
Dépôt-vente La Marelle;"
25 Gal Vivienne, 75002 Paris, France";75002;Paris;01 42 60 08 19;;https://www.la-marelle-paris.fr/;4.7;3;Boutiques & Mode;Google Maps
Harold;"
32 Rue des Blancs Manteaux, 75004 Paris, France";75004;Paris;01 44 54 35 10;;https://www.harold-paris.com/;4.9;3;Boutiques & Mode;Google Maps
Kilo Shop Paris Marais;"
69-71 Rue de la Verrerie, 75004 Paris, France";75004;Paris;09 67 13 79 54;;https://www.kilo-shop.com/shop/le-marais/?utm_source=google&utm_medium=local&utm_campaign=Multidiffusion&utm_content=330&origin=GMB;3.8;4;Boutiques & Mode;Google Maps
Friperie Paris 11 - Urban Vintage Paris - proche métro République;"
50 Rue du Faubourg du Temple, 75011 Paris, France";75011;Paris;01 48 06 07 13;;http://www.urbanvintageparis.com/;4.8;4;Boutiques & Mode;Google Maps
FREE'P'STAR;"
61 Rue de la Verrerie, 75004 Paris, France";75004;Paris;06 40 68 42 12;;https://freepstar.fr/;3.7;4;Boutiques & Mode;Google Maps
BHUMI;"
28 Rue de Rivoli, 75004 Paris, France";75004;Paris;09 84 16 64 92;;https://www.bhumi-friperie.com/;4.9;4;Boutiques & Mode;Google Maps
Friperie Paris - Guerrisol;"
8 Bd de Sébastopol, 75004 Paris, France";75004;Paris;01 34 29 82 44;;https://www.guerrisol.fr/;3.6;4;Boutiques & Mode;Google Maps
ALATONE - Rambuteau;"
25 Bd du Temple, 75003 Paris, France";75003;Paris;06 47 18 67 57;;http://www.alatone.fr/;5.0;4;Boutiques & Mode;Google Maps
Miller Bijouterie Paris - Bijoux et montres d'occasion;"
233 Rue Saint-Honoré, 75001 Paris, France";75001;Paris;01 42 61 63 13;;https://www.miller.fr/;4.8;5;Boutiques & Mode;Google Maps
OR DU MONDE Paris;"
7 Rue Notre Dame des Victoires, 75002 Paris, France";75002;Paris;01 43 35 04 75;;https://www.ordumonde.com/joaillerie/paris;4.8;5;Boutiques & Mode;Google Maps
CLEOR;168 Bd de Magenta, 75010 Paris, France;75010;Paris;01 40 39 92 02;;http://www.cleor.com/;4.8;5;Boutiques & Mode;Google Maps
Atelier Bijouterie Joze;"
31 Rue Notre Dame de Nazareth, 75003 Paris, France";75003;Paris;07 85 53 56 57;;http://www.jozeparis.com/;5.0;5;Boutiques & Mode;Google Maps
Bijouterie Fremont | Achat Or;"
1 Bd de Magenta, 75010 Paris, France";75010;Paris;01 42 08 12 48;;https://fremontbijoutier.fr/;4.7;5;Boutiques & Mode;Google Maps
404 Place Vendôme - Joaillerie Bijouterie Paris;"
11 Bis Rue du Conservatoire, 75009 Paris, France";75009;Paris;01 73 70 44 15;;https://www.404placevendome.com/;4.9;5;Boutiques & Mode;Google Maps
Bijouterie Noah;"
10 Av. Secrétan, 75019 Paris, France";75019;Paris;01 42 08 11 53;;https://bijouterie-noah0.wixsite.com/noah;4.8;5;Boutiques & Mode;Google Maps
Bijouterie Rian Diamond house;"
5 Rue de Chabrol, 75010 Paris, France";75010;Paris;07 81 71 00 19;;https://www.achatorparisdiamond.fr/;4.8;5;Boutiques & Mode;Google Maps
La Joaillerie Rive Gauche;"
106 Rue de Rennes, 75006 Paris, France";75006;Paris;01 42 79 94 08;;https://www.joaillerie-rivegauche.fr/;4.7;5;Boutiques & Mode;Google Maps
PERSTA - Joaillerie Paris;"
8 Rue Sainte-Anastase, 75003 Paris, France";75003;Paris;09 53 42 18 61;;https://www.persta.fr/;5.0;5;Boutiques & Mode;Google Maps
Bijouterie MATY - Paris Opéra;"
4 Pl. de l'Opéra, 75002 Paris, France";75002;Paris;01 47 42 94 00;;https://www.maty.com/bijouterie-paris-opera-maty.html;4.1;5;Boutiques & Mode;Google Maps
Joaillerie Gemmyo - Paris Seine;"
74 Rue de Seine, 75006 Paris, France";75006;Paris;01 42 46 90 89;;https://www.gemmyo.com/;4.6;5;Boutiques & Mode;Google Maps
Monsieur Paris;"
1 Pl. des Victoires, 75001 Paris, France";75001;Paris;01 42 96 72 08;;https://www.zeina-alliances.com/pages/boutique/paris-victoires?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=paris-victoires;4.8;5;Boutiques & Mode;Google Maps
Dubai Gold House - Bijouterie Paris 10;"
1 Rue Perrée, 75003 Paris, France";75003;Paris;06 50 02 01 75;;https://www.monsieur-paris.com/;4.5;5;Boutiques & Mode;Google Maps
Or de Paris - Bijoutier - Bracelet Homme (Commande uniquement en ligne);"
62 Rue des Cévennes, 75015 Paris, France";75015;Paris;06 72 71 49 98;;https://www.ordeparis.com/;5.0;5;Boutiques & Mode;Google Maps
Comptoir 62 La Fayette - Espace Diamant;"
62 Rue La Fayette, 75009 Paris, France";75009;Paris;01 42 46 26 42;;https://www.comptoir-62-la-fayette.com/;5.0;5;Boutiques & Mode;Google Maps
TC26 Bijoux;"
83 Av. de Wagram, 75017 Paris, France";75017;Paris;01 42 27 18 10;;https://www.tc26-bijoux.com/?utm_source=gmb;5.0;5;Boutiques & Mode;Google Maps
Bijouterie L’Éclat;"
242 A Rue des Pyrénées, 75020 Paris, France";75020;Paris;01 46 36 01 69;;http://bijouterie-leclat-paris.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11867898213735717357;4.9;5;Boutiques & Mode;Google Maps
Les Pierres de Julie, Bijoux vintage, bijoux anciens Le Village Suisse Paris;"
1 Av. Paul Déroulède, 75015 Paris, France";75015;Paris;01 43 06 36 30;;http://www.lespierresdejulie.com/;4.7;5;Boutiques & Mode;Google Maps
Atelier Lavoisier;"
7 Rue Saint-Roch, 75001 Paris, France";75001;Paris;01 45 08 19 38;;https://www.atelierlavoisier.com/;5.0;5;Boutiques & Mode;Google Maps
Atelier Boutique Larfeuille Paris;"
9 Rue du Pont aux Choux, 75003 Paris, France";75003;Paris;06 23 30 17 51;;http://www.larfeuille.fr/;5.0;47 ;Boutiques & Mode;Google Maps
Maroquinerie Lafayette;"
6 Rue La Fayette, 75009 Paris, France";75009;Paris;09 82 43 31 76;;https://www.galerieslafayette.com/c/femme/sacs-bagages/petite-maroquinerie;4.1;29 ;Boutiques & Mode;Google Maps
Atelier Brune;"
155 Rue du Château, 75014 Paris, France";75014;Paris;06 11 59 16 74;;https://www.atelierbrune.com/;4.9;78 ;Boutiques & Mode;Google Maps
La Bagagerie;"
41 Rue du Four, 75006 Paris, France";75006;Paris;01 45 48 85 88;;https://labagagerie.com/?utm_source=gmb;4.7;51 ;Boutiques & Mode;Google Maps
France Chaussures;"
34 Bd Haussmann, 75009 Paris, France";75009;Paris;01 42 46 19 73;;http://francechaussures.fr/;3.6;4;Boutiques & Mode;Google Maps
Shoeshop;"
123 Av. de France, 75013 Paris, France";75013;Paris;01 40 19 21 10;;https://www.besson-shoes.com/fr/retailer/presentation/retailer/urlKey/magasin-besson-chaussures-paris-bnf/?utm_source=google&utm_medium=organic&utm_campaign=google-business-profil;3.8;4;Boutiques & Mode;Google Maps
Pied de Biche - Paris Marais;"
11 Rue de Sévigné, 75004 Paris, France";75004;Paris;01 42 71 33 68;;http://www.heschung.com/;4.7;4;Boutiques & Mode;Google Maps
Shinzo;"
39 Rue Étienne Marcel, 75001 Paris, France";75001;Paris;01 42 21 30 21;;http://www.shinzo.paris/;3.9;4;Boutiques & Mode;Google Maps
TAMARIS LES HALLES PARIS 1er;"
101 Rue Berger Niveau 3, 75001 Paris, France";75001;Paris;01 42 33 83 75;;https://tamaris.com/fr/;3.5;4;Boutiques & Mode;Google Maps
Quatorze Running Paris Montparnasse;"
19 Rue Pierre Lescot, 75001 Paris, France";75001;Paris;09 81 79 51 61;;https://www.opiumparis.com/fr/;4.3;4;Boutiques & Mode;Google Maps
Eram PARIS RENNES;"
130 Rue de Rennes, 75006 Paris, France";75006;Paris;01 45 48 60 47;;https://www.eram.fr/;4.1;4;Boutiques & Mode;Google Maps
Courir;"
18 Bd Saint-Michel, 75006 Paris, France";75006;Paris;01 43 54 38 38;;https://www.courir.com/?utm_campaign=GMB&utm_medium=organic&utm_source=google;4.4;4;Boutiques & Mode;Google Maps
Garrice;"
30 Rue de Rivoli, 75004 Paris, France";75004;Paris;01 42 72 02 33;;http://garrice.com/;4.3;4;Boutiques & Mode;Google Maps
SNEAKERS ID;"
54 Rue Guy Môquet, 75017 Paris, France";75017;Paris;09 61 47 31 12;;http://sneakers-id.fr/;4.6;4;Boutiques & Mode;Google Maps
Bocage PARIS VILLIERS;"
2 Av. de Villiers, 75017 Paris, France";75017;Paris;01 43 87 26 29;;https://www.bocage.fr/;4.1;4;Boutiques & Mode;Google Maps
Mi-Mai;"
83 Rue Vieille du Temple, 75003 Paris, France";75003;Paris;01 42 71 69 24;;http://www.mi-mai.com/;4.2;4;Boutiques & Mode;Google Maps
Odaje (ex M.Moustache) - Faubourg Saint Antoine;"
59 Rue du Faubourg Saint-Antoine, 75011 Paris, France";75011;Paris;01 45 84 19 50;;https://www.odaje.com/;4.8;4;Boutiques & Mode;Google Maps
JB Rodde Paris XVII;"
66 Av. des Ternes, 75017 Paris, France";75017;Paris;01 56 68 91 34;;https://www.jbrodde.fr/;4.7;4;Boutiques & Mode;Google Maps
Chupi Boots;"
114 Rue de la Roquette, 75011 Paris, France";75011;Paris;01 40 09 00 02;;https://www.magasin-chaussures-enfant-paris.fr/?utm_source=gmb;4.0;4;Boutiques & Mode;Google Maps
Bee'Shoes;"
127 Rue La Fayette, 75010 Paris, France";75010;Paris;01 42 81 50 58;;http://www.beeshoes.fr/;4.1;4;Boutiques & Mode;Google Maps
Arche;"
11 Bd de la Madeleine, 75001 Paris, France";75001;Paris;01 40 15 91 85;;http://www.arche.com/;4.7;4;Boutiques & Mode;Google Maps
Bobbies Marais - Femme;"
123 Rue Vieille du Temple, 75003 Paris, France";75003;Paris;01 73 75 65 95;;https://www.bobbies.com/;4.4;4;Boutiques & Mode;Google Maps
La Halle;"
26 Av. de Flandre, 75019 Paris, France";75019;Paris;01 53 35 04 25;;https://www.lahalle.com/?at_campaign=magasin&at_medium=gmb;3.8;4;Boutiques & Mode;Google Maps
Monsieur Chaussure | Cirage et produits d'entretien;"
1 Rue César Franck, 75015 Paris, France";75015;Paris;09 51 64 29 86;;https://www.monsieurchaussure.com/fr/?utm_source=social_googlemybusiness&utm_medium=org_bio_paris15&utm_campaign=mc_permanent;4.5;4;Pressing & Services;Google Maps
BOULANGERIE MODERNE;"
48 Rue de Rivoli, 75004 Paris, France";75004;Paris;01 42 50 91 12;;https://www.boetmie.com/;4.6;4;Boulangeries & Patisseries;Google Maps
Le Grenier à Pain Abbesses Bodian;"
45 Rue Condorcet, 75009 Paris, France";75009;Paris;01 53 21 03 68;;http://www.mamiche.fr/;4.6;4;Boulangeries & Patisseries;Google Maps
A. Lacroix;"
11 Quai de Montebello, 75005 Paris, France";75005;Paris;01 74 64 14 86;;http://www.alacroixparis.com/;4.6;4;Boulangeries & Patisseries;Google Maps
Les Gourmandes à Paris;"
66 Bd Sérurier, 75019 Paris, France";75019;Paris;01 88 61 68 61;;https://www.lesgourmandesaparis.fr/#/;4.8;4;Boulangeries & Patisseries;Google Maps
La Fabrique aux Gourmandises;"
33 Rue Lauriston, 75016 Paris, France";75016;Paris;01 73 77 46 90;;http://www.boulangerie-julambre.fr/;4.5;4;Boulangeries & Patisseries;Google Maps
Atelier Huré;"
6 Rue Linné, 75005 Paris, France";75005;Paris;09 77 38 76 79;;https://atelierhure.fr/;4.7;4;Boulangeries & Patisseries;Google Maps
Boulangerie Eveil;"
47 Rue du Caire, 75002 Paris, France";75002;Paris;01 42 33 22 80;;http://boulangeriedusentier.myshopify.com/;4.8;4;Boulangeries & Patisseries;Google Maps
Carton Paris;"
6 Bd de Denain, 75010 Paris, France";75010;Paris;01 45 26 95 61;;https://www.cartonparis.com/;4.3;4;Boulangeries & Patisseries;Google Maps
Pâtisserie Carl Marletti;"
51 Rue Censier, 75005 Paris, France";75005;Paris;01 43 31 68 12;;https://www.carlmarletti.com/;4.6;4;Boulangeries & Patisseries;Google Maps
DAYOU PARIS;"
42 R. Bréguet, 75011 Paris, France";75011;Paris;07 84 99 77 11;;https://linkr.bio/dayou.patisserie;4.9;4;Boulangeries & Patisseries;Google Maps
Angelina;123 Bd Voltaire, 75011 Paris, France;75011;Paris;01 42 60 82 00;;https://www.angelina-paris.fr/adresses/paris-rivoli;4.3;4;Boulangeries & Patisseries;Google Maps
La Crème de Paris Notre-Dame;"
1 Quai Saint-Michel, 75005 Paris, France";75005;Paris;01 43 26 16 37;;https://www.lacremedeparis.com/;4.8;4;Boulangeries & Patisseries;Google Maps
Jojo & Co Pâtisserie;"
37 Rue du Roi de Sicile, 75004 Paris, France";75004;Paris;09 55 07 87 55;;https://www.jojoandco.net/;4.7;4;Boulangeries & Patisseries;Google Maps
La Pâtisserie Cyril Lignac;"
24 Rue Paul Bert, 75011 Paris, France";75011;Paris;01 55 87 21 40;;https://lapatisseriecyrillignac.com/fr/;4.2;4;Boulangeries & Patisseries;Google Maps
Stohrer;"
1 Rue des Mauvais Garçons, 75004 Paris, France";75004;Paris;01 86 04 72 20;;http://www.patisserie-abra.fr/;4.6;4;Boulangeries & Patisseries;Google Maps
Bontemps La Pâtisserie;"
51 Rue Montorgueil, 75002 Paris, France";75002;Paris;01 42 33 38 20;;http://www.bontemps.paris/;4.4;4;Boulangeries & Patisseries;Google Maps
Brigat';"
85 Bd Voltaire, 75011 Paris, France";75011;Paris;06 13 26 30 03;;https://www.lebonpatisserie.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb;4.6;4;Boulangeries & Patisseries;Google Maps
Maison Letissier;"
6 Rue du Pas de la Mule, 75003 Paris, France";75003;Paris;01 57 40 83 85;;http://brigat.paris/;4.7;4;Boulangeries & Patisseries;Google Maps
Pierre Hermé;"
72 Rue Bonaparte, 75006 Paris, France";75006;Paris;01 43 54 94 20;;https://www.pierreherme.com/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB%20Bonaparte;4.4;4;Boulangeries & Patisseries;Google Maps
Pâtisserie Michalak | Saint Germain des Prés;"
8 Rue du Vieux Colombier, 75006 Paris, France";75006;Paris;01 85 09 43 24;;http://www.christophemichalak.com/;4.4;4;Boulangeries & Patisseries;Google Maps
Les Trois Chocolats;"
45 Rue Saint-Paul, 75004 Paris, France";75004;Paris;01 44 61 28 65;;http://www.les3chocolats.paris/;4.8;4;Boulangeries & Patisseries;Google Maps
Taozi Pâtisserie;"
32 Rue Jean Mermoz, 75008 Paris, France";75008;Paris;06 52 88 18 99;;https://www.taozipatisserie.com/;4.8;4;Boulangeries & Patisseries;Google Maps
YITHÉ BOULANGERIE 以茶.烘焙;"
89 Rue Beaubourg, 75003 Paris, France";75003;Paris;01 83 87 85 89;;https://www.yithe.com/;4.8;4;Boulangeries & Patisseries;Google Maps
Boulangerie Utopie;"
20 Rue Jean-Pierre Timbaud, 75011 Paris, France";75011;Paris;09 82 50 74 48;;https://boulangerieutopie.com/;4.4;4;Boulangeries & Patisseries;Google Maps
Gast Baker’s House - Boulangerie Paris 7;20 Rue Jean-Pierre Timbaud, 75011 Paris, France;75011;Paris;01 45 50 14 27;;https://www.gast-paris.com/;4.8;4;Boulangeries & Patisseries;Google Maps
Edwart Chocolatier - Concorde;"
244 Rue de Rivoli, 75001 Paris, France";75001;Paris;01 49 27 03 55;;https://www.edwart.fr/;4.7;4;Boulangeries & Patisseries;Google Maps
Jacques Genin;"
133 Rue de Turenne, 75003 Paris, France";75003;Paris;01 45 77 29 01;;http://jacquesgenin.fr/;4.4;4;Boulangeries & Patisseries;Google Maps
Ara Chocolat;"
41bis Rue Condorcet, 75009 Paris, France";75009;Paris;06 70 09 87 75;;http://www.arachocolat.com/;4.9;4;Boulangeries & Patisseries;Google Maps
Lindt;"
11 bis Rue Scribe, 75009 Paris, France";75009;Paris;01 43 12 32 40;;https://www.lindt.fr/;4.5;4;Boulangeries & Patisseries;Google Maps
CHOCOLATIER DE PARIS;"
203 Bd Vincent Auriol, 75013 Paris, France";75013;Paris;01 44 24 04 04;;http://www.chocolatierdeparis.fr/;4.7;4;Boulangeries & Patisseries;Google Maps
Chapon Chocolaterie Bac;"
69 Rue du Bac, 75007 Paris, France";75007;Paris;01 42 22 95 98;;https://chapon.com/;4.4;4;Boulangeries & Patisseries;Google Maps
Le Chocolat Alain Ducasse, Le Comptoir Opéra;"
15 Rue Montorgueil, 75001 Paris, France";75001;Paris;01 45 08 57 77;;https://charles-chocolatier.com/;4.7;4;Boulangeries & Patisseries;Google Maps
Jade Genin;"
1 Rue Auber, 75009 Paris, France";75009;Paris;01 40 07 36 63;;https://www.lechocolat-alainducasse.com/fr/;4.7;4;Boulangeries & Patisseries;Google Maps
Le Chocolat Alain Ducasse, Le Comptoir Palais Royal;"
19 Rue de la Harpe, 75005 Paris, France";75005;Paris;01 46 33 62 20;;https://www.larnicol.com/;4.4;4;Boulangeries & Patisseries;Google Maps
Chocolat Bonnat Paris;"
189 Rue du Faubourg Saint-Honoré, 75008 Paris, France";75008;Paris;01 45 61 02 58;;https://bonnat-chocolatier.com/;4.6;4;Boulangeries & Patisseries;Google Maps
Le Jardin de Mademoiselle;"
69 bis Rue Saint-Dominique, 75007 Paris, France";75007;Paris;01 43 06 27 91;;https://www.lejardindemademoiselle.com/;4.6;2 037 ;Boulangeries & Patisseries;Google Maps
Le Loir dans La Théière;"
3 Rue des Rosiers, 75004 Paris, France";75004;Paris;01 42 72 90 61;;http://www.leloirdanslatheiere.com/;4.3;3 253 ;Boulangeries & Patisseries;Google Maps
T’Xuan Salon de thé et dessert 糖轩;"
56 Rue La Fayette, 75009 Paris, France";75009;Paris;06 08 02 60 72;;http://txuanparis.com/;4.5;1 779 ;Boulangeries & Patisseries;Google Maps
T'Cup;"
16 R. des Minimes, 75003 Paris, France";75003;Paris;01 42 72 00 98;;http://www.t-cupparis.com/;4.5;1 402 ;Boulangeries & Patisseries;Google Maps
Kodama Tiquetonne;"
30 Rue Tiquetonne, 75002 Paris, France";75002;Paris;01 45 08 83 44;;https://kodamaparis.com/;4.9;670 ;Boulangeries & Patisseries;Google Maps
Café la Comtesse;"
29 Av. de Tourville, 75007 Paris, France";75007;Paris;01 45 51 29 29;;http://www.comtesse-hotel.com/;4.3;130 ;Boulangeries & Patisseries;Google Maps
SALON DE THE CAMELIA;"
12 Rue Dupetit-Thouars, 75003 Paris, France";75003;Paris;01 57 40 82 80;;http://www.salon-camelia.fr/;4.6;207 ;Boulangeries & Patisseries;Google Maps
The Tea Caddy;"
14 Rue Saint-Julien le Pauvre, 75005 Paris, France";75005;Paris;01 43 54 15 56;;http://www.the-tea-caddy.com/;4.1;444 ;Boulangeries & Patisseries;Google Maps
Long & Tee;"
39 Rue La Fayette, 75009 Paris, France";75009;Paris;01 45 26 33 72;;http://longtee.paris/;4.2;941 ;Boulangeries & Patisseries;Google Maps
TEAthétcha;"
52 Rue des Batignolles, 75017 Paris, France";75017;Paris;01 42 63 49 52;;http://www.lentithe.fr/;4.7;384 ;Boulangeries & Patisseries;Google Maps
La Permanence;"
2-4 Rue du Fer à Moulin, 75005 Paris, France";75005;Paris;01 88 32 13 74;;https://www.la-permanence.com/;4.4;4;Bureaux & Coworking;Google Maps
MOZAIK Coworking;"
41 Rue de la Chau. d'Antin, 75009 Paris, France";75009;Paris;06 42 63 79 34;;http://www.mozaik-coworking.com/;4.9;4;Bureaux & Coworking;Google Maps
Patchwork Iena;"
49 Av. d'Iéna, 75116 Paris, France";75116;Paris;01 84 25 38 50;;http://www.patchwork.co/;4.8;4;Bureaux & Coworking;Google Maps
Coworking Paris 10e / Together;"
12 Rue Martel, 75010 Paris, France";75010;Paris;01 47 70 24 93;;https://www.together.paris/;4.7;4;Bureaux & Coworking;Google Maps
Coworking Republic;"
59 Rue de Bretagne, 75003 Paris, France";75003;Paris;01 42 72 53 86;;http://coworkingrepublic.com/;4.9;4;Bureaux & Coworking;Google Maps
Level Coworking Café;"
11 Rue de l'École Polytechnique, 75005 Paris, France";75005;Paris;01 42 03 07 38;;https://www.levelcoworking.fr/;4.9;4;Bureaux & Coworking;Google Maps
La Bulle Rive Gauche Coworking;"
9 Rue de Savoie, 75006 Paris, France";75006;Paris;01 42 39 47 30;;https://www.labullecoworking.com/;4.9;4;Bureaux & Coworking;Google Maps
Greenspace;"
28 Rue du Chemin Vert, 75011 Paris, France";75011;Paris;01 43 38 14 51;;http://www.greenspace-coworking.com/;4.7;4;Bureaux & Coworking;Google Maps
Deskopolitan Voltaire;"
226 Bd Voltaire, 75011 Paris, France";75011;Paris;01 88 45 30 00;;http://www.deskopolitan.com/;4.8;4;Bureaux & Coworking;Google Maps
myWO Paris Nation Porte de Vincennes - Espace de Coworking;"
61 Rue de la Voûte, 75012 Paris, France";75012;Paris;01 43 45 41 38;;https://mywo.fr/etablissements/mywo-paris-porte-de-vincennes;5.0;4;Bureaux & Coworking;Google Maps
The Labspace – Coworking Paris 12 – Bureaux privés dès 580€;"
72 Av. du Général Michel Bizot, 75012 Paris, France";75012;Paris;01 44 97 93 53;;https://www.the-labspace.com/;5.0;4;Bureaux & Coworking;Google Maps
HUBSY café & coworking | Saint-Lazare;"
64 Rue d'Amsterdam, 75009 Paris, France";75009;Paris;01 45 96 06 78;;http://www.hubsy.fr/;4.5;4;Bureaux & Coworking;Google Maps
KO WORKING – Coworking & Salles de Réunion à Paris 11;"
62 Rue Amelot, 75011 Paris, France";75011;Paris;01 43 38 88 34;;http://koworking.co/;5.0;4;Bureaux & Coworking;Google Maps
Morning, Concorde;"
4 Rue Royale, 75008 Paris, France";75008;Paris;07 66 07 27 10;;https://www.morning.fr/espaces-coworking-morning/concorde;4.7;4;Bureaux & Coworking;Google Maps
Be-Coworking;"
60 Rue de La Jonquière, 75017 Paris, France";75017;Paris;01 42 26 33 36;;http://be-coworking.fr/;4.5;4;Bureaux & Coworking;Google Maps
Domiciliation Entreprise Paris | Votre Siège Social;"
1 Rue Marguerin, 75014 Paris, France";75014;Paris;09 74 32 97 53;;https://votresiegesocial.com/;5.0;4;Bureaux & Coworking;Google Maps
I DOM YOU PARIS | Domiciliation d'entreprise;"
8 bis Rue Abel, 75012 Paris, France";75012;Paris;01 73 71 39 61;;https://www.idomyou.fr/;4.9;4;Bureaux & Coworking;Google Maps
"Domiciliation Paris 8 ""Les Tricolores""";"
47 Bd de Courcelles, 75008 Paris, France";75008;Paris;01 85 85 69 47;;https://www.lestricolores.fr/adresse/47-Boulevard-de-Courcelles-75008-Paris;4.8;4;Bureaux & Coworking;Google Maps
Domiciliation Entreprise Paris | Kandbaz Saint Honoré Vendôme;"
231 Rue Saint-Honoré, 75001 Paris, France";75001;Paris;01 42 96 20 56;;http://www.kandbaz.com/;4.9;4;Bureaux & Coworking;Google Maps
MONGE DOMICILIATION PARIS;"
42 Rue Monge, 75005 Paris, France";75005;Paris;01 46 33 37 37;;https://monge-domiciliation.com/;5.0;4;Bureaux & Coworking;Google Maps
SeDomicilier;"
24 Rue de Clichy, 75009 Paris, France";75009;Paris;01 87 66 55 34;;https://sedomicilier.fr/;4.3;4;Bureaux & Coworking;Google Maps
Domiciliation d'entreprise Paris | Belldom;"
29 Rue Tronchet, 75008 Paris, France";75008;Paris;01 84 80 88 09;;http://belldom.fr/;4.7;4;Bureaux & Coworking;Google Maps
Express Domiciliation Paris - Domiciliation entreprise, domiciliation commerciale;"
141 Av. Jean Jaurès, 75019 Paris, France";75019;Paris;01 42 01 78 60;;https://www.express-domiciliation.fr/;4.6;4;Bureaux & Coworking;Google Maps
Digidom, domiciliation et collecte du courrier;"
13 Rue de Penthièvre, 75008 Paris, France";75008;Paris;01 85 53 38 24;;https://www.digidom.pro/nos-adresses/domiciliation-entreprise-paris-8;4.0;4;Bureaux & Coworking;Google Maps
Domiciliation entreprise Paris Nikolsen;"
131 Bd Pereire, 75017 Paris, France";75017;Paris;01 84 24 44 24;;https://nikolsen.com/fr/paris-17;5.0;4;Bureaux & Coworking;Google Maps
6 Madeleine - Domiciliation d'entreprises Paris 8ème;"
6 Pl. de la Madeleine, 75008 Paris, France";75008;Paris;01 42 60 49 21;;https://www.6madeleine.fr/;4.7;4;Bureaux & Coworking;Google Maps
ECIFFICE Domiciliation Paris;"
66 Av. des Champs-Élysées, 75008 Paris, France";75008;Paris;01 53 89 88 88;;http://eciffice.fr/;4.0;4;Bureaux & Coworking;Google Maps
Domiciliation Entreprise Paris – QG BUSINESS;"
26 Rue des Rigoles, 75020 Paris, France";75020;Paris;01 40 31 00 22;;https://qg-business.fr/;4.7;4;Bureaux & Coworking;Google Maps
SayComm;"
44 Rue Rennequin, 75017 Paris, France";75017;Paris;01 45 77 52 84;;http://www.saycomm.fr/;4.8;4;Bureaux & Coworking;Google Maps
Sofradom - Domiciliation d'entreprise - Agence Paris 18 - Montmartre;"
40 Rue Damrémont, 75018 Paris, France";75018;Paris;01 56 93 40 01;;https://www.sofradom.fr/domiciliation-entreprise/paris-montmartre?utm_source=gmb;4.7;4;Bureaux & Coworking;Google Maps
Easy Domiciliation;"
9 Rue Anatole de la Forge, 75017 Paris, France";75017;Paris;01 40 55 46 00;;http://www.easy-domiciliation.com/;4.9;4;Bureaux & Coworking;Google Maps
Abcliv - Domiciliation d’entreprise - Paris 13 Dunois;"
38 Rue Dunois, 75013 Paris, France";75013;Paris;01 53 60 83 53;;http://www.abcliv.fr/;3.8;4;Bureaux & Coworking;Google Maps
Richelieu Domiciliation;"
23 Rue de Richelieu, 75001 Paris, France";75001;Paris;01 83 62 60 90;;http://www.richelieudomiciliation.com/;5.0;4;Bureaux & Coworking;Google Maps
Virtoffice | Domiciliation Entreprise;"
11 Rue de Magdebourg, 75116 Paris, France";75116;Paris;01 76 44 02 08;;https://virtoffice.fr/;5.0;4;Bureaux & Coworking;Google Maps
